3.45E-05,2.79E-05,3.69E-05,2.07E-05,5.64E-05,1.76E-05,4.29E-05,4.18E-05,4.01E-05,2.23E-05,5.23E-05,3.27E-05,9.54E-06,5.29E-05,1.70E-05,5.62E-05,3.32E-05,5.07E-06,1.22E-05,2.36E-05
3.63E-05,4.81E-06,6.41E-05,7.83E-05,8.98E-05,5.53E-05,1.27E-05,7.89E-05,6.76E-05,2.70E-05,5.03E-05,1.24E-05,4.48E-05,7.58E-05,5.62E-05,3.07E-05,5.32E-05,1.34E-05,3.64E-05,5.87E-05
5.08E-05,2.84E-05,3.42E-05,4.47E-05,4.98E-06,4.91E-05,4.28E-05,1.55E-05,2.21E-05,4.05E-05,1.17E-05,3.55E-05,3.38E-05,5.06E-05,3.29E-05,1.99E-05,5.37E-05,2.28E-05,4.49E-05,3.34E-05
3.06E-05,2.81E-05,3.62E-05,2.22E-05,1.94E-05,3.28E-05,2.14E-05,2.85E-05,6.93E-05,2.21E-05,6.27E-05,2.58E-05,1.77E-05,3.67E-05,6.55E-05,7.59E-06,3.00E-05,1.14E-05,4.48E-05,5.30E-05
2.19E-05,9.91E-06,4.18E-05,6.02E-05,1.82E-05,1.40E-05,3.28E-05,5.20E-05,2.04E-05,2.40E-05,4.75E-05,1.22E-05,2.53E-05,1.84E-05,3.85E-05,4.03E-05,1.33E-05,1.33E-05,7.17E-05,5.04E-05
4.41E-05,1.23E-05,2.26E-06,1.11E-05,2.38E-06,2.34E-05,3.46E-05,1.60E-05,2.34E-05,2.21E-05,6.53E-05,6.02E-05,2.42E-05,5.98E-05,4.69E-05,6.02E-05,4.24E-05,1.66E-05,2.53E-05,1.05E-05
5.73E-05,8.68E-05,7.85E-05,8.24E-05,3.64E-05,3.08E-05,5.55E-05,1.31E-05,4.08E-05,4.37E-05,1.74E-05,2.50E-05,3.62E-05,3.22E-05,2.16E-05,1.84E-05,5.85E-06,3.09E-05,8.43E-05,3.70E-05
2.19E-05,9.91E-06,4.18E-05,6.02E-05,1.82E-05,1.40E-05,3.28E-05,5.20E-05,2.04E-05,2.40E-05,4.75E-05,1.22E-05,2.53E-05,1.84E-05,3.85E-05,4.03E-05,1.33E-05,1.33E-05,7.17E-05,5.04E-05
5.33E-05,1.75E-05,3.77E-05,2.20E-05,3.41E-07,4.73E-05,3.62E-05,8.22E-05,2.97E-05,3.56E-05,4.91E-05,2.48E-05,1.15E-05,2.55E-05,3.50E-05,2.17E-05,3.03E-05,1.14E-05,4.20E-05,3.08E-05
4.41E-05,1.23E-05,2.26E-06,1.11E-05,2.38E-06,2.34E-05,3.46E-05,1.60E-05,2.34E-05,2.21E-05,6.53E-05,6.02E-05,2.42E-05,5.98E-05,4.69E-05,6.02E-05,4.24E-05,1.66E-05,2.53E-05,1.05E-05
4.24E-05,4.55E-05,6.42E-05,2.52E-05,3.18E-05,7.12E-06,3.40E-05,2.09E-05,1.31E-05,2.05E-06,2.20E-05,4.10E-05,1.69E-05,1.34E-05,1.72E-05,1.57E-05,1.11E-05,1.09E-05,3.88E-05,6.32E-05
5.73E-05,8.68E-05,7.85E-05,8.24E-05,3.64E-05,3.08E-05,5.55E-05,1.31E-05,4.08E-05,4.37E-05,1.74E-05,2.50E-05,3.62E-05,3.22E-05,2.16E-05,1.84E-05,5.85E-06,3.09E-05,8.43E-05,3.70E-05
1.80E-05,2.81E-05,4.52E-05,2.46E-05,6.05E-05,1.21E-05,3.01E-05,6.08E-05,5.44E-05,2.20E-05,5.39E-05,4.22E-05,3.19E-05,1.51E-05,4.34E-05,5.41E-05,1.10E-05,6.84E-06,4.88E-05,1.58E-05
1.86E-05,3.01E-05,2.24E-05,5.23E-05,6.30E-05,6.76E-05,5.30E-05,1.03E-05,7.76E-05,5.27E-05,9.17E-06,1.53E-05,3.01E-05,1.77E-05,6.19E-05,1.53E-05,6.49E-05,2.75E-05,4.27E-05,2.78E-05
4.24E-05,4.55E-05,6.42E-05,2.52E-05,3.18E-05,7.12E-06,3.40E-05,2.09E-05,1.31E-05,2.05E-06,2.20E-05,4.10E-05,1.69E-05,1.34E-05,1.72E-05,1.57E-05,1.11E-05,1.09E-05,3.88E-05,6.32E-05
1.37E-05,3.34E-05,5.49E-05,2.73E-05,4.21E-05,5.34E-05,6.59E-05,3.40E-05,3.24E-05,1.92E-05,3.10E-05,6.10E-05,7.82E-05,3.72E-05,2.02E-05,4.51E-05,2.50E-05,3.12E-05,4.94E-05,4.39E-05
1.86E-05,3.01E-05,2.24E-05,5.23E-05,6.30E-05,6.76E-05,5.30E-05,1.03E-05,7.76E-05,5.27E-05,9.17E-06,1.53E-05,3.01E-05,1.77E-05,6.19E-05,1.53E-05,6.49E-05,2.75E-05,4.27E-05,2.78E-05
4.96E-05,3.63E-05,5.80E-05,4.93E-05,3.19E-05,4.05E-05,2.43E-05,3.96E-05,3.95E-05,2.38E-05,2.81E-05,6.97E-06,1.27E-05,3.57E-05,3.70E-05,3.10E-05,4.69E-05,4.26E-05,4.12E-05,3.98E-05
1.80E-05,2.81E-05,4.52E-05,2.46E-05,6.05E-05,1.21E-05,3.01E-05,6.08E-05,5.44E-05,2.20E-05,5.39E-05,4.22E-05,3.19E-05,1.51E-05,4.34E-05,5.41E-05,1.10E-05,6.84E-06,4.88E-05,1.58E-05
3.70E-05,6.83E-05,1.85E-05,1.91E-05,5.40E-05,4.90E-05,6.44E-05,4.96E-05,1.10E-05,3.71E-05,1.88E-05,1.09E-05,2.74E-05,2.33E-05,7.87E-05,5.54E-05,2.00E-05,3.84E-05,9.26E-06,3.54E-05
1.37E-05,3.34E-05,5.49E-05,2.73E-05,4.21E-05,5.34E-05,6.59E-05,3.40E-05,3.24E-05,1.92E-05,3.10E-05,6.10E-05,7.82E-05,3.72E-05,2.02E-05,4.51E-05,2.50E-05,3.12E-05,4.94E-05,4.39E-05
2.45E-05,4.35E-05,3.31E-05,3.26E-05,3.48E-05,9.62E-05,1.06E-05,9.94E-05,1.42E-05,1.96E-05,5.89E-05,2.46E-05,1.15E-05,2.23E-05,1.52E-05,2.80E-05,5.07E-05,1.42E-05,6.79E-05,1.64E-05
2.35E-05,2.10E-05,2.43E-05,6.16E-05,6.17E-06,3.82E-05,3.00E-05,3.25E-05,1.73E-05,5.69E-06,2.50E-05,3.26E-05,4.74E-05,3.11E-05,2.73E-05,7.49E-06,1.64E-05,5.22E-05,4.93E-05,2.10E-05
8.91E-06,5.94E-05,4.33E-05,5.36E-06,2.39E-05,3.27E-05,3.91E-05,3.10E-05,5.27E-05,4.00E-05,1.24E-05,2.38E-05,2.16E-05,2.91E-05,2.64E-05,4.78E-05,5.58E-05,5.49E-05,8.29E-05,6.23E-05
1.55E-05,2.92E-05,3.56E-05,3.86E-05,3.51E-05,2.84E-05,1.37E-05,6.82E-05,2.38E-05,3.10E-05,2.27E-05,5.59E-05,2.61E-05,5.91E-05,4.56E-05,4.37E-05,2.91E-05,2.84E-05,2.44E-05,3.80E-05
2.30E-05,2.90E-05,2.12E-05,2.60E-05,2.03E-05,2.51E-05,5.03E-06,8.16E-05,1.91E-05,1.25E-05,1.84E-05,8.41E-06,3.81E-05,2.21E-05,3.56E-05,6.83E-05,1.17E-05,5.53E-05,5.34E-05,4.25E-05
5.28E-05,2.87E-05,5.66E-05,3.76E-05,2.90E-05,4.55E-05,2.51E-05,2.06E-05,3.66E-05,6.75E-05,4.47E-05,1.68E-06,1.20E-05,2.59E-05,3.66E-05,3.12E-05,3.00E-05,4.79E-05,3.11E-05,5.58E-05
4.71E-05,3.41E-05,2.03E-05,6.93E-05,5.54E-05,7.18E-05,3.37E-05,4.03E-05,4.48E-05,3.81E-05,5.95E-05,1.61E-05,7.05E-05,4.03E-05,1.11E-05,8.31E-05,0.000101197,1.61E-05,0.000120011,2.04E-05
3.65E-05,2.62E-05,1.61E-05,8.00E-05,1.58E-05,2.50E-05,6.22E-05,2.37E-05,2.30E-05,2.09E-06,8.16E-05,3.06E-05,3.76E-05,4.20E-05,6.83E-05,2.71E-05,2.72E-05,3.81E-05,5.92E-05,3.42E-05
3.65E-05,2.62E-05,1.61E-05,8.00E-05,1.58E-05,2.50E-05,6.22E-05,2.37E-05,2.30E-05,2.09E-06,8.16E-05,3.06E-05,3.76E-05,4.20E-05,6.83E-05,2.71E-05,2.72E-05,3.81E-05,5.92E-05,3.42E-05
8.84E-05,3.60E-05,2.76E-05,4.52E-05,3.05E-05,3.73E-05,3.55E-05,2.10E-05,3.65E-05,5.19E-05,1.98E-05,3.28E-05,6.40E-05,4.56E-05,3.34E-05,3.44E-05,6.99E-05,2.37E-05,6.14E-05,2.29E-05
2.70E-05,6.79E-05,2.25E-05,3.79E-05,3.31E-05,3.08E-05,3.74E-05,3.33E-05,2.04E-05,2.02E-05,2.18E-05,3.44E-05,1.17E-05,8.31E-06,5.40E-05,3.79E-05,1.67E-05,5.83E-05,6.13E-05,1.42E-05
4.71E-05,3.41E-05,2.03E-05,6.93E-05,5.54E-05,7.18E-05,3.37E-05,4.03E-05,4.48E-05,3.81E-05,5.95E-05,1.61E-05,7.05E-05,4.03E-05,1.11E-05,8.31E-05,0.000101197,1.61E-05,0.000120011,2.04E-05
3.68E-05,3.42E-05,5.73E-05,5.83E-05,1.86E-05,3.52E-05,6.98E-05,3.06E-05,3.70E-05,1.57E-05,1.36E-05,5.31E-05,3.66E-05,4.22E-05,1.55E-05,4.59E-05,5.34E-05,2.93E-05,3.65E-05,1.26E-05
3.14E-05,5.20E-05,5.11E-05,2.34E-05,8.64E-05,4.64E-05,5.37E-05,4.32E-05,5.83E-05,1.55E-05,3.01E-05,6.77E-05,4.56E-05,1.61E-05,5.29E-05,8.33E-05,9.72E-06,5.43E-05,1.61E-05,1.52E-05
8.84E-05,3.60E-05,2.76E-05,4.52E-05,3.05E-05,3.73E-05,3.55E-05,2.10E-05,3.65E-05,5.19E-05,1.98E-05,3.28E-05,6.40E-05,4.56E-05,3.34E-05,3.44E-05,6.99E-05,2.37E-05,6.14E-05,2.29E-05
2.70E-05,6.79E-05,2.25E-05,3.79E-05,3.31E-05,3.08E-05,3.74E-05,3.33E-05,2.04E-05,2.02E-05,2.18E-05,3.44E-05,1.17E-05,8.31E-06,5.40E-05,3.79E-05,1.67E-05,5.83E-05,6.13E-05,1.42E-05
2.14E-05,2.52E-05,4.33E-05,2.29E-05,4.83E-05,2.26E-05,8.94E-05,1.48E-05,2.21E-05,3.68E-05,4.29E-05,6.39E-05,2.21E-05,4.70E-05,2.23E-05,2.04E-05,4.15E-05,5.60E-05,2.85E-05,4.19E-05
3.14E-05,5.20E-05,5.11E-05,2.34E-05,8.64E-05,4.64E-05,5.37E-05,4.32E-05,5.83E-05,1.55E-05,3.01E-05,6.77E-05,4.56E-05,1.61E-05,5.29E-05,8.33E-05,9.72E-06,5.43E-05,1.61E-05,1.52E-05
5.26E-05,8.29E-05,6.83E-05,4.10E-05,4.76E-05,5.96E-05,6.11E-05,6.57E-05,3.91E-05,6.32E-05,3.30E-05,2.94E-05,6.18E-06,2.12E-05,7.75E-05,5.34E-05,0.00011752,1.31E-05,3.52E-05,5.08E-05
3.68E-05,3.42E-05,5.73E-05,5.83E-05,1.86E-05,3.52E-05,6.98E-05,3.06E-05,3.70E-05,1.57E-05,1.36E-05,5.31E-05,3.66E-05,4.22E-05,1.55E-05,4.59E-05,5.34E-05,2.93E-05,3.65E-05,1.26E-05
0.000154069,5.40E-05,3.00E-05,2.53E-05,4.43E-05,7.76E-05,3.00E-05,4.71E-05,2.90E-05,2.60E-05,7.47E-05,3.07E-05,4.88E-05,5.23E-05,3.87E-05,2.92E-05,1.23E-05,3.06E-05,4.22E-05,2.16E-05
0.000190579,3.85E-05,1.21E-05,3.47E-05,3.86E-05,1.87E-05,4.46E-05,4.61E-05,5.44E-05,2.90E-05,2.72E-05,6.62E-05,2.86E-05,2.94E-05,7.45E-05,2.64E-06,4.85E-05,1.24E-05,3.27E-05,1.60E-05
0.000152023,2.39E-05,7.02E-05,4.72E-05,1.56E-05,4.82E-05,1.94E-05,6.71E-05,3.65E-05,1.13E-05,3.96E-05,9.00E-06,3.61E-05,6.75E-05,2.99E-05,1.64E-05,1.38E-05,5.99E-05,1.80E-05,3.98E-05
9.24E-05,2.39E-05,1.64E-05,4.53E-05,3.86E-05,5.43E-05,6.20E-05,2.09E-05,4.63E-05,4.43E-06,3.46E-05,1.78E-05,5.33E-06,4.09E-06,5.63E-05,4.68E-05,4.99E-05,2.34E-05,1.79E-05,7.07E-05
0.000103975,2.46E-05,1.37E-05,3.40E-05,1.77E-05,3.40E-05,2.54E-05,1.83E-05,1.38E-05,3.37E-05,4.19E-05,3.74E-05,4.57E-05,1.78E-05,4.18E-05,7.48E-05,7.33E-05,1.82E-05,2.51E-05,1.90E-05
8.92E-05,2.96E-05,4.56E-05,6.65E-05,4.48E-05,4.33E-05,1.54E-05,4.13E-05,2.58E-05,4.34E-05,2.81E-05,2.77E-05,1.31E-05,3.07E-05,5.75E-05,3.81E-05,4.63E-05,2.53E-05,5.32E-05,4.31E-05
0.000224837,3.30E-05,2.38E-05,2.47E-05,6.72E-05,3.81E-05,6.30E-05,4.52E-05,1.07E-05,2.88E-05,4.02E-05,4.80E-05,4.13E-05,5.23E-05,3.05E-05,3.16E-05,5.26E-05,2.62E-05,3.30E-05,3.38E-05
3.92E-06,1.77E-05,1.77E-05,2.09E-05,1.35E-05,7.11E-05,6.72E-06,3.23E-05,3.38E-05,5.52E-05,1.42E-05,4.00E-05,3.57E-05,2.33E-05,2.45E-05,4.34E-05,4.23E-05,2.46E-05,4.27E-05,3.44E-05
0.000154069,5.40E-05,3.00E-05,2.53E-05,4.43E-05,7.76E-05,3.00E-05,4.71E-05,2.90E-05,2.60E-05,7.47E-05,3.07E-05,4.88E-05,5.23E-05,3.87E-05,2.92E-05,1.23E-05,3.06E-05,4.22E-05,2.16E-05
8.37E-06,4.99E-05,8.12E-05,3.98E-05,2.14E-05,2.54E-05,6.73E-05,4.36E-05,7.21E-05,3.09E-05,3.51E-05,3.07E-05,3.40E-05,3.37E-05,3.83E-05,1.57E-05,4.12E-05,3.68E-05,6.35E-05,2.82E-05
0.000440121,5.51E-05,9.62E-05,1.40E-05,1.45E-05,4.88E-05,5.68E-05,8.72E-05,5.04E-05,6.24E-05,6.57E-05,5.47E-05,3.22E-05,5.09E-05,3.94E-05,6.76E-05,5.68E-05,4.66E-05,2.06E-05,2.86E-05
7.69E-06,6.48E-05,4.13E-06,3.14E-05,4.87E-05,1.60E-05,2.75E-05,1.72E-05,3.90E-05,5.22E-05,4.02E-05,3.39E-05,2.91E-05,5.92E-05,2.57E-05,6.25E-05,5.15E-05,2.47E-05,2.18E-05,3.40E-05
0.000131208,5.99E-05,6.57E-05,4.18E-05,3.97E-05,5.91E-05,1.53E-05,8.73E-05,4.85E-05,5.09E-05,4.83E-05,7.14E-05,5.19E-05,6.26E-05,6.36E-05,6.74E-05,6.82E-05,7.74E-05,2.76E-05,8.16E-05
8.81E-06,2.32E-05,1.85E-05,1.32E-05,6.59E-05,3.22E-05,4.29E-05,3.73E-05,9.36E-05,1.27E-05,2.62E-05,3.53E-05,2.49E-05,2.36E-05,9.40E-05,2.30E-05,1.02E-05,3.81E-05,3.73E-05,2.96E-05
0.000205543,5.61E-06,0.000108138,3.91E-05,2.57E-05,8.03E-05,5.20E-05,3.08E-05,5.45E-05,1.76E-05,2.23E-05,3.93E-05,1.56E-05,4.75E-05,4.63E-05,7.44E-05,5.93E-05,7.77E-05,2.81E-05,7.34E-05
0.000107732,2.79E-05,1.82E-05,3.78E-05,1.94E-05,3.59E-05,5.56E-05,2.15E-05,2.93E-05,2.65E-05,5.46E-05,8.02E-05,8.94E-05,5.36E-05,1.36E-05,2.89E-05,5.81E-05,3.56E-05,6.93E-05,5.30E-05
4.47E-06,5.93E-05,2.29E-05,4.77E-05,1.32E-05,3.02E-05,2.23E-05,6.22E-05,3.44E-05,4.19E-05,3.35E-05,1.06E-05,5.87E-05,5.53E-05,2.15E-05,3.47E-05,7.37E-05,3.46E-05,5.95E-05,7.48E-05
0.000351096,4.17E-05,4.77E-05,7.47E-05,2.04E-05,3.34E-05,8.46E-05,2.17E-05,7.14E-05,1.69E-05,1.27E-05,2.83E-05,6.64E-05,6.51E-05,6.72E-05,1.39E-05,2.68E-05,3.72E-05,3.86E-05,2.68E-05
6.86E-06,3.23E-05,3.63E-05,2.94E-05,5.29E-05,3.73E-05,3.87E-05,3.99E-05,4.45E-05,5.09E-05,2.04E-05,1.21E-05,5.94E-05,5.27E-05,4.05E-05,1.34E-05,7.11E-05,5.16E-05,3.08E-05,4.47E-05
0.000295674,4.88E-05,3.85E-05,3.89E-05,2.86E-05,3.58E-05,5.33E-05,2.18E-05,4.13E-05,4.95E-05,1.31E-05,4.04E-05,2.42E-05,8.86E-05,6.10E-05,3.31E-05,4.19E-05,6.24E-06,6.80E-06,4.81E-05
0.000178988,3.28E-05,6.85E-05,1.82E-05,4.27E-05,4.44E-05,2.32E-05,5.82E-05,4.35E-05,1.51E-05,5.40E-05,3.96E-05,7.30E-05,5.47E-05,2.68E-05,9.78E-05,5.15E-05,3.15E-05,1.73E-05,4.78E-05
0.000174092,6.28E-05,5.24E-05,1.32E-05,3.92E-05,3.98E-05,4.13E-05,5.20E-05,6.24E-05,9.38E-06,3.60E-05,6.95E-05,4.79E-05,6.98E-05,5.14E-05,9.22E-05,3.80E-05,2.36E-05,4.73E-05,4.24E-05
3.21E-06,6.34E-05,1.19E-05,7.10E-05,3.95E-05,3.04E-05,3.31E-05,2.05E-05,5.01E-05,9.66E-05,4.81E-05,3.84E-05,0.000108438,3.46E-05,4.19E-05,1.55E-05,3.54E-05,3.56E-05,2.50E-05,1.23E-05
0.000140283,6.53E-05,0.000100357,2.57E-05,2.69E-05,2.96E-05,2.52E-05,3.85E-05,4.03E-05,1.82E-05,1.18E-05,3.13E-05,2.40E-05,6.33E-05,4.68E-05,4.93E-05,6.23E-07,0.000105692,3.97E-05,9.08E-06
0.00014224,5.85E-05,5.01E-05,3.39E-05,6.83E-05,5.60E-05,5.10E-05,2.23E-05,3.01E-05,3.38E-05,5.42E-05,6.31E-05,3.68E-05,5.25E-05,2.05E-05,4.59E-05,2.33E-05,3.33E-05,6.34E-05,5.57E-05
0.000133763,4.80E-05,1.32E-05,3.30E-05,0.000109349,3.51E-05,2.92E-05,2.34E-05,5.33E-05,1.92E-05,3.80E-05,5.61E-05,2.17E-05,1.20E-05,1.79E-05,1.48E-05,5.49E-05,5.35E-05,4.37E-05,4.25E-05
0.000154643,8.82E-05,4.67E-05,2.70E-05,2.12E-05,5.07E-05,3.43E-05,6.71E-05,4.95E-05,1.75E-05,5.37E-05,6.00E-05,1.67E-05,1.79E-05,9.75E-05,3.97E-05,2.37E-05,1.56E-05,4.97E-05,3.93E-05
0.000323548,9.08E-06,6.55E-05,5.58E-05,3.24E-05,2.53E-05,3.73E-05,2.44E-05,4.62E-05,4.20E-05,4.77E-05,3.73E-05,5.87E-05,2.63E-05,1.45E-05,3.85E-05,5.17E-05,2.31E-05,2.91E-05,5.24E-05
0.000283875,1.67E-05,1.96E-05,7.28E-05,2.66E-05,4.31E-05,4.76E-05,3.10E-05,5.42E-05,4.29E-05,2.51E-05,3.07E-05,2.89E-05,1.12E-05,3.43E-05,2.91E-05,1.69E-05,1.28E-05,3.88E-05,1.67E-05
8.15E-06,1.34E-05,6.12E-05,6.86E-05,3.44E-05,1.13E-05,7.22E-05,3.99E-05,8.31E-05,3.35E-05,4.13E-05,3.99E-05,6.02E-05,5.68E-05,4.19E-05,4.42E-05,3.64E-05,4.70E-05,1.27E-05,6.95E-05
4.30E-06,6.47E-05,3.38E-05,2.50E-05,4.14E-05,4.71E-05,1.70E-05,5.51E-05,3.97E-05,4.37E-05,5.82E-05,4.05E-05,6.21E-05,4.94E-05,6.94E-05,2.90E-05,4.05E-05,3.17E-05,8.52E-06,3.27E-05
0.000274011,7.32E-05,5.67E-05,2.06E-05,4.63E-05,4.26E-05,3.79E-05,6.51E-05,2.12E-05,9.29E-05,3.12E-05,3.13E-05,8.12E-05,3.48E-05,1.69E-05,2.05E-05,4.86E-05,6.09E-05,3.78E-05,3.11E-05
0.000198832,7.55E-05,3.39E-05,3.01E-05,3.19E-05,1.68E-05,2.96E-05,3.57E-05,4.83E-05,4.35E-05,1.87E-05,1.24E-05,5.23E-05,3.16E-05,3.60E-05,3.00E-05,3.58E-05,6.12E-05,2.51E-05,6.71E-06
5.38E-06,4.65E-05,5.50E-05,3.65E-05,2.54E-05,3.37E-05,2.59E-05,4.40E-05,6.62E-06,3.67E-05,2.84E-05,1.81E-06,5.10E-05,1.32E-05,2.06E-05,7.56E-05,6.44E-05,2.87E-05,2.85E-05,5.77E-05
0.000177693,9.78E-05,4.04E-05,3.88E-05,1.37E-05,7.73E-06,2.58E-05,4.08E-05,3.23E-05,3.79E-05,1.45E-05,2.01E-05,5.02E-05,8.88E-06,3.46E-05,2.37E-05,4.47E-05,2.79E-05,5.00E-05,3.62E-05
0.000101799,6.51E-05,3.58E-05,3.79E-05,3.67E-05,2.50E-05,4.87E-05,3.16E-05,9.77E-06,1.93E-05,2.99E-05,3.36E-05,5.55E-06,6.38E-05,3.08E-05,5.39E-05,3.05E-05,3.46E-05,1.19E-05,7.82E-06
0.000439834,6.14E-05,4.00E-06,4.03E-06,3.34E-05,5.59E-05,3.73E-05,1.12E-05,5.37E-05,3.69E-05,1.37E-05,3.65E-05,5.07E-05,4.51E-05,1.25E-05,6.21E-05,3.07E-05,5.67E-05,3.38E-05,2.36E-05
0.000247266,2.47E-05,3.35E-05,2.82E-05,1.20E-05,5.61E-05,1.98E-05,4.79E-05,2.48E-05,5.90E-05,3.62E-05,3.88E-05,4.52E-05,2.25E-05,3.29E-05,1.40E-05,1.82E-05,2.31E-05,9.98E-05,3.59E-05
0.000138676,1.38E-05,3.70E-05,1.36E-06,5.20E-05,3.82E-05,1.60E-05,2.83E-05,1.23E-05,1.41E-05,1.62E-05,6.07E-06,2.67E-05,1.85E-05,1.08E-05,5.65E-05,5.24E-05,5.62E-05,3.78E-05,1.16E-05
9.67E-06,6.33E-05,8.76E-05,4.94E-05,1.80E-05,6.22E-05,7.61E-05,5.32E-05,7.00E-05,1.09E-05,6.86E-05,4.27E-05,3.84E-05,4.43E-05,3.67E-05,3.79E-05,1.65E-05,5.14E-05,1.73E-05,3.08E-05
0.000216797,1.35E-05,3.56E-05,3.46E-05,5.05E-05,3.33E-05,3.40E-05,4.70E-05,1.16E-05,4.11E-05,3.30E-05,2.44E-05,7.32E-05,2.95E-05,2.39E-06,4.09E-05,2.92E-05,6.39E-05,3.05E-05,1.17E-05
